,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
1,37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,60,33,0.2903225775234132,0.08781869680092662,353.0,0.9763928234183191,141.59055712936734,353.0,1034,1059,2837,1,8.446647780925401
2,38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,56,38,0.19148935966500683,0.1362318838605335,49.285714285714285,0.9579710144927536,20.09747412008282,49.285714285714285,661,690,1587,0,7.594202898550725
3,39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,65,35,0.299999997,0.10638297861023087,470.0,0.9712765957446808,188.38851063829787,470.0,913,940,2486,0,8.274468085106383
4,40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,56,24,0.39999999500000005,0.10512483560430376,76.1,0.9487516425755584,30.819500657030222,76.1,722,761,1799,0,7.5584756898817345
5,41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,48,22,0.37142856612244907,0.07786429357300968,128.42857142857142,0.9655172413793104,51.75763546798029,128.42857142857142,868,899,2147,3,7.82202447163515
6,42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,44,23,0.3134328311427936,0.10468749983642578,128.0,0.9609375,51.584375,128.0,615,640,1505,4,7.6953125
7,43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,26,12,0.36842104293628836,0.09669211171325162,131.0,0.9643765903307888,52.78575063613232,131.0,379,393,910,0,7.735368956743002
8,,,,,,,,,,,,,,,
9,45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,37,13,0.47999999040000024,0.13262599434316713,125.66666666666667,0.9416445623342176,50.64332449160036,125.66666666666667,355,377,810,0,7.326259946949602
10,46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,63,40,0.22330096870581584,0.09837631318206655,523.5,0.9675262655205349,209.78701050620822,523.5,1013,1047,2628,2,7.888252148997134
11,47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,43,59,-0.1568627435601692,0.09883720920655308,344.0,0.9777131782945736,137.99108527131781,344.0,1009,1032,2428,0,7.763565891472868
12,48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,36,19,0.3090909034710745,0.08422664611910162,130.6,0.9663093415007658,52.626523736600305,130.6,631,653,1730,3,8.295558958652373
13,49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,27,23,0.07999999840000004,0.07462686556025841,74.44444444444444,0.9567164179104478,30.160464344941957,74.44444444444444,641,670,1584,0,7.607462686567164
14,50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,64,24,0.45454544938016533,0.12171507590357528,144.6,0.9598893499308437,58.22395573997234,144.6,694,723,1801,5,7.977869986168741
15,51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,61,22,0.4698795124110902,0.10272277215009558,269.3333333333333,0.9591584158415841,108.11699669966995,269.3333333333333,775,808,1982,0,7.887376237623762
16,52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,26,0,0.9999999615384629,0.0935251795196936,139.0,0.9784172661870504,55.99136690647482,139.0,272,278,761,0,8.482014388489208
17,53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,80,39,0.3445378122307747,0.15761589383097233,251.66666666666666,0.9867549668874173,101.06136865342164,251.66666666666666,745,755,1874,0,7.948344370860927
18,54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,22,0,0.9999999545454565,0.053658536454491375,136.66666666666666,0.975609756097561,55.05691056910569,136.66666666666666,400,410,998,0,7.763414634146342
19,55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14,6,0.399999980000001,0.051282051150558845,390.0,0.982051282051282,156.39282051282052,390.0,383,390,1010,0,8.525641025641026
